User_Name,Date,Time,Preprocessed_Text,Sentiment
JustinRogers24,5/2/2023,15:27:45,smiles trackville talks today join us ragged mountain running shop season four episode four starting 6 pm gohoos⚔️,Positive
mccavman_3,5/2/2023,14:13:49,yet malcolm brogdon continues underrated defender nba smh wahoowa gohoos,Positive
sondrawomen,5/2/2023,13:16:37,speakers announced terry holland tribute 🔶⚔️🔷 gohoos,Positive
va_cc11,5/2/2023,12:53:56,acc year like gohoos,Positive
KimScottCory,5/2/2023,10:05:29,💐📸 𝓢𝓮𝓷𝓲𝓸𝓻 𝓓𝓪𝔂 2023 gohoos🔹⚔️🔸,Positive
G_Lam4,5/2/2023,4:03:44,’ official 🔗 🔸⚔️🔹 gohoos,Positive
dewells27,5/2/2023,2:38:03,congratulations emma navarro 2023 boars head womens open champion 🏆 gohoos⚔️,Positive
4chyna,5/2/2023,1:55:13,welcome uva family wahoowa gohoos 🔹⚔️🔸,Positive
gerry1027,5/2/2023,1:42:20,hoos state gohoos 🔶⚔️🔷,Negative
wtfuva,5/2/2023,1:14:28,rt rt open ncaamten🏆 play saturday 1 pm navy ole miss vcu play 10 winners play sunday 1 pm details 👇 gohoos,Negative
wtfuva,5/2/2023,1:14:28,rt rt tourney time road 🏆 starts friday charlottesville take liu 4pm princeton fordham match important details ticket info 👇 gohoos⚔️,Negative
annefutch,5/2/2023,1:06:11,📸 best 🔶⚔️🔷gohoos,Positive
dewells27,5/2/2023,1:04:51,today beginning shoes 4 hope auction able bid shoes men ’ women ’ basketball wore special games gohoos,Negative
VirginiaSports,5/2/2023,0:34:57,open ncaamten🏆 play saturday 1 pm navy ole miss vcu play 10 winners play sunday 1 pm details 👇 gohoos,Negative
gerry1027,5/2/2023,0:21:04,big news love young men come home gohoos 🔶⚔️🔷,Positive
3wrestlersmom,5/2/2023,0:18:27,saw lot traits weekend gohoos,Positive
mccavman_3,5/1/2023,23:39:18,sure encouraged hoos mentions sad one makes even effort hate us anymore 🤷🏼‍♂️ wahoowa gohoos,Negative
Krae6624,5/1/2023,23:34:12,5⃣ seed see charlottesville weekend ncaamten🏆gohoos⚔️,Positive
STL_UVA,5/1/2023,23:16:46,wahoowa hosting weekend ncaawten gohoos⚔️,Negative
wtfuva,5/1/2023,23:14:42,rt rt wahoowa hosting weekend ncaawten gohoos⚔️,Negative
usrowing,5/1/2023,23:14:08,congrats sky invite pr3 selection camp 🔶⚔️🔷 gohoos,Positive
Vicki_Hobson,5/1/2023,22:27:00,proud jack 🤩🤩 love seeing former students achieve dreams gohoos,Positive
UVAWomensTennis,5/1/2023,21:52:46,almost time log watch selection show gohoos,Negative
sondrawomen,5/1/2023,20:42:18,ncaa selection show day log tonight 6pm watch bracket reveal gohoos⚔️,Negative
ddritzenhein,5/1/2023,20:35:30,youre going want miss tomorrows trackville talks episode 👀 🗓️ may 2 🕕 6 pm 📍 ragged mountain running shop 📰 gohoos⚔️,Negative
SchoolsAthletic,5/1/2023,20:30:20,𝐓𝐡𝐞 𝐂𝐫𝐨𝐳𝐞𝐭 𝐊𝐢𝐧𝐠 👑 gohoos⚔️,Negative
michaelkn0rr,5/1/2023,20:20:07,welldeserved ovation disharoon park faithful 62 ip 4 h 2 r 12 ks careerhigh 📺 gohoos,Positive
wtfuva,5/1/2023,19:14:37,rt rt ncaa selection show day log tonight 6 30 watch full bracket 2023 tournament revealed see path defend title gohoos⚔️,Negative
wtfuva,5/1/2023,19:14:36,rt speakers announced terry holland tribute 🔶⚔️🔷 gohoos,Positive
wtfuva,5/1/2023,19:14:35,rt today beginning shoes 4 hope auction able bid shoes men ’ women ’ basketball wore special games gohoos,Negative
wtfuva,5/1/2023,19:14:34,rt rt ncaa selection show day log tonight 6pm watch bracket reveal gohoos⚔️,Negative
VirginiaSports,5/1/2023,19:12:25,ncaa selection show day log tonight 6 30 watch full bracket 2023 tournament revealed see path defend title gohoos⚔️,Negative
themermaidcourt,5/1/2023,18:50:13,excited courtney caldwell join staff fulltime assistant coach gohoos 🔗,Positive
caydenjones_33,5/1/2023,18:40:01,agtg🙏🏽 committed 💙🧡 gohoos,Negative
King_CuBBB,5/1/2023,17:47:46,let ’ goooooo… gohoos🔶⚔️🔷,Negative
DatsBooty,5/1/2023,17:42:53,boom gohoos🔹⚔️🔸,Positive
PhonyElliott,5/1/2023,17:33:13,hell pick gohoos,Negative
Wook28,5/1/2023,17:20:31,let ’ goooooo 🔥🔥🔥 🔸⚔️🔷gohoos,Negative
GuyAdami,5/1/2023,16:28:47,talking life coaching virginia mike stott gohoos🔸🔹,Positive
toms_kathy,5/1/2023,15:13:48,weve got couple commonwealth schools dish week tuesday ➡️ 3 🌮 wednesday ➡️ 2🌭 gohoos,Negative
WalterMaselli1,5/1/2023,14:51:31,rankings 2 lax gohoos,Negative
JamesBarrett61,5/1/2023,14:24:31,congratulations best luck detroit hailstate gohoos,Positive
BMW2022TD,5/1/2023,14:20:13,way finish regular season 🤩 📰 gohoos⚔️,Positive
SherriRLawson2,5/1/2023,14:03:44,whoa big fly jake mccarthy prohoos gohoos,Positive
sondrawomen,5/1/2023,12:22:11,home run jake gelof rbi nos 69 amp 70 year hoos within three 6th 📺 accnx gohoos,Negative
MattRileyPhoto,5/1/2023,5:15:38,📸📸📸photo album tops top ranked notre dame gohoos,Positive
UVABlkAlumni,5/1/2023,0:59:52,ashely anumba wins discus hitting mark 5709 meters 1873 💯 janae profit kaiya saunders followed second third place respectively gohoos⚔️,Positive
WalterMaselli1,5/1/2023,0:35:19,zone gohoos,Positive
Lisabrownga,4/30/2023,23:52:39,♥️ 𝗧𝗵𝗮𝗻𝗸 𝗬𝗼𝘂 𝗦𝗲𝗻𝗶𝗼𝗿𝘀 🔶⚔️🔷 gohoos,Negative
EvansWhite684,4/30/2023,23:23:21,evans white iv takes win 400 meter dash personal besttime 4804 tom corel takes second 4840 💨 gohoos⚔️,Positive
jtoddwilk,4/30/2023,22:17:29,’ easy money 💰 gohoos,Negative
larryredwing,4/30/2023,22:11:36,uva beating 1 nd absolute 🔥🔥🔥 gohoos,Negative
UVATFCC,4/30/2023,21:35:52,personal best trina barcarola womens pole vault takes victory gohoos⚔️,Positive
RobRoides,4/30/2023,21:26:36,perfect gohoos ❤️🧡💙,Positive
WalterMaselli1,4/30/2023,21:22:55,god happy todays win nd team getting top notch goaltending right time two wins nd year ’ ready lax gohoos,Positive
UVATFCC,4/30/2023,20:57:08,anything owayne cant 🤔 gohoos⚔️,Negative
2045Bankers,4/30/2023,20:36:13,gabby baylog watch accnx gohoos ontherise hoosnext,Negative
ThomasC64288196,4/30/2023,20:15:58,congrats jade hylton named tuccinfca national freshman year top 25 📰 gohoos ontherise hoosnext,Positive
WalterMaselli1,4/30/2023,20:11:12,put books goes number 1 gohoos,Positive
zachotey,4/30/2023,20:08:51,huge win gohoos,Positive
WalterMaselli1,4/30/2023,20:07:25,oooh baby gohoos,Positive
uvaalh,4/30/2023,20:06:11,wahoowa beats 1 nd gohoos 🔸🔹,Positive
uvaalh,4/30/2023,20:03:49,woolfolk trying best keep it… gohoos 🔸🔹 4 heading bottom 9th 😬,Negative
UVABaseball,4/30/2023,20:03:35,another scoreless frame jay woolfolk 8th hoos trail duke 73 going b9 saucke stephan amp godbout due gohoos,Negative
RN4LVA,4/30/2023,19:53:53,april worst nightmare gohoos,Negative
uvaalh,4/30/2023,19:30:40,finally getting baseball lax tv baseball phone gohoos 🔸🔹,Negative
babypluto21,4/30/2023,19:26:31,☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️ ☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️ ☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️ ☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️ ☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️ xander dickson became uvas sixthever 50goal scorer single season congratulations slim reaper gohoos,Positive
WalterMaselli1,4/30/2023,19:03:40,sucks losing lead let ’ buckle gohoos,Negative
WalterMaselli1,4/30/2023,18:54:58,30 min play ’ tied gohoos,Positive
toms_kathy,4/30/2023,18:52:40,2nd hit day kyle teel plates first uva run day 📺 accnx gohoos,Negative
DownontheFarm8,4/30/2023,18:33:36,even 4th rbi ground kyle teel scores ethan odonnell makes 11 gohoos,Positive
b_d_b_3,4/30/2023,18:27:49,lets get desk strength orange numbers gohoos,Negative
rowingrelated,4/30/2023,18:14:51,🔥 𝗨𝗩𝗔 𝗜𝗻𝘃𝗶𝘁𝗲 𝗛𝗶𝗴𝗵𝗹𝗶𝗴𝗵𝘁𝘀 🔥 🔶⚔️🔷 gohoos,Negative
Bella_Dama_26,4/30/2023,18:13:59,today game boys amp boy sang national anthem school ❤️ gohoos venable,Positive
KimDowdell1,4/30/2023,18:09:09,gohoos first outing disharoon year 😊,Positive
cbseaman,4/30/2023,18:07:33,c friend today ’ ⁦ game gohoos hoosmiling,Negative
toms_kathy,4/30/2023,18:01:30,three complete dish gohoos,Positive
toms_kathy,4/30/2023,18:01:27,jack oconnor strikes side t2 hoos teel anderson saucke due gohoos,Negative
uvaalh,4/30/2023,17:50:52,oh espn app… must challenging baseball espnnx neither tv phone play yes espn “ error occurred try later ” 😬gohoos 🔸🔹⚾️,Negative
KimbersVee,4/30/2023,17:13:30,gohoos beat duke,Positive
maurakeaney,4/30/2023,16:53:09,happy hugh ’ first uva baseball game hoossmiling gohoos,Negative
BFriedACC,4/30/2023,16:52:58,tarp coming field ’ ready ⚾️ 1 pm gohoos,Positive
PalmerDarci,4/30/2023,16:52:28,loona ’ first american baseball game gohoos,Positive
maurakeaney,4/30/2023,16:50:39,gohoos hoossmiling weather cooperate hoos win series,Negative
coachice16,4/30/2023,16:45:06,lineup todays series finale duke first pitch set 1 pm gohoos,Negative
toms_kathy,4/30/2023,16:40:40,𝐓𝐡𝐞 𝐑𝐮𝐛𝐛𝐞𝐫 𝐌𝐚𝐭𝐜𝐡 🆚 20 duke 🕐 1 pm 📺 accnx gohoos,Negative
ddritzenhein,4/30/2023,15:44:08,honoring seniors today regularseason finale ⤵️ 🆚 virginia high performance 📍 charlottesville va 🏟️ lannigan field 🕛 12 pm start 🎓 6 pm senior ceremony 📊 gohoos⚔️,Negative
WalterMaselli1,4/30/2023,15:29:31,let ’ go gohoos,Positive
SherriRLawson2,4/30/2023,15:00:38,1️⃣1️⃣ 𝗦𝗧𝗥𝗜𝗞𝗘𝗢𝗨𝗧𝗦 nick parker new careerhigh knotted 2 m6 📺 gohoos,Negative
SherriRLawson2,4/30/2023,14:58:11,🔴⚪️ amp hoo hats back today purchase disharoon park team shop louisville series may 1214 🇺🇸 gohoos,Negative
katherineislay,4/30/2023,14:37:17,every time people think tony slippin ’ dude reloads bring 202324 gohoos,Negative
gammelljed,4/30/2023,13:54:03,guys battling hard us open championships today dorfman semis gioffre brothers gammell hamilton sanko still going gohoos thevirginiaway,Negative
UVaHoopsRiffs,4/30/2023,13:33:44,today hosted renowned human rights activist writer spoke racial gender equality sport effective instrument positive social change unityweek gohoos,Positive
UVAWomensTennis,4/30/2023,13:24:47,good luck emma navarro playing title today 1 pm boars head resort womens open gohoos⚔️ 🎟️🔗,Positive
MattRileyPhoto,4/30/2023,13:18:10,photo album senior day gohoos,Positive
toms_kathy,4/30/2023,13:12:13,📰 𝐑𝐄𝐂𝐀𝐏 amp 𝐇𝐈𝐆𝐇𝐋𝐈𝐆𝐇𝐓𝐒 🎥 hoos score 8️⃣ unanswered runs final three turns plate even series duke saturday gohoos,Negative
WalterMaselli1,4/30/2023,12:25:01,game day let ’ go ’ number one ranking lax gohoos,Negative
Laurie_Parker_,4/30/2023,12:18:29,☀️ going beautiful day baseball dish 🆚 20 duke 📺 📻 wina 1070 am989 fmwinacom 🎟️ gohoos,Negative
MarVitaFlint,4/30/2023,11:52:35,lets take care irish gohoos 🔶⚔️🔷,Positive
LegacyMakerSPN,4/30/2023,11:22:04,stars heading nfl wr dontayvion wicks wr keytaon thompson cb anthony johnson jr gohoos hoosinthenfl,Positive
804to808v2,4/30/2023,8:48:43,random gohoos moments 🔥🔶⚔️🔷🤙,Negative
dewells27,4/30/2023,8:40:34,two innings two rbi doubles ethan anderson three runs across uva 7th hoos lead duke 82 7th 📺 gohoos,Positive
dewells27,4/30/2023,8:05:25,baylog 💣 gets two board hoos watch accnx gohoos ontherise hoosnext,Negative
heresthewrecker,4/30/2023,6:58:57,every time see uva athlete drafted professional team instantly become least small fan team gohoos,Negative
billiamburgess,4/30/2023,5:26:28,’ lot thoughts say “ told ” lot instead say “ ’ lot come ” gohoos,Negative
StevieJrasta,4/30/2023,4:03:54,womens 4x100 championship ⚔️ kayla bonnick jada seaman jada pierre sarah akpan combine place fourth 4x100 meters posting time 4446 💨 gohoos⚔️,Negative
nessa_molloy,4/30/2023,3:25:46,exciting days penn relays come close 💯 join us tomorrow lannigan field regular season finale honor graduating seniors ceremony beginning 6 pm ➡️ 📰 gohoos⚔️,Positive
nessa_molloy,4/30/2023,3:25:38,guys 💯🫡 gohoos⚔️,Positive
5PillarsPress,4/30/2023,3:24:02,tweet aged well coach gohoos,Negative
UVAWrestling,4/30/2023,3:19:06,colden dorfman nick sanko advance day two us open championships lead group hoos u20 division gohoos thevirginiaway,Positive
ReeceSmithh123,4/30/2023,3:00:14,21 hoos henry godbout comes around score 5th rbi groundout ethan odonnell gohoos,Positive
CaveHoo8,4/30/2023,2:39:00,gohoos 🔶⚔️🔷,Negative
mccavman_3,4/30/2023,2:23:58,go great aj shutdowncorner wahoowa gohoos,Negative
wilkie_emily7,4/30/2023,2:21:05,holbrook hammer watch accnx gohoos ontherise hoosnext,Negative
CavalierWRSTL,4/30/2023,1:45:47,jarod verkleeren jay aiello advance day two lock place finishes lead hoos competition us open championships thursday gohoos thevirginiaway,Positive
Krae6624,4/30/2023,1:13:58,big 🧹 today rivanna 🔶⚔️🔷 gohoos,Negative
larryredwing,4/30/2023,1:12:41,way bounce back get dub 🔥🔥🔥 get win tomorrow take series lfg gohoos,Positive
WAHOORA,4/30/2023,1:09:56,big man anthony robinson committed virginia gohoos 🔶🔷 late addition bennetts 2023 class,Positive
Mikeysurf,4/30/2023,0:57:21,wahoos tie series w duke 11 parker pitched absolute gem amp bats alive uva goes 3510 overall 1310 acc amp 263 jpj hoos go series win tomorrow ⚾️ gohoos 🔶⚔️🔷,Positive
hs2764,4/30/2023,0:17:53,nick parker big🪝 end scoreless first underway dish 📺 gohoos,Negative
hs2764,4/30/2023,0:17:47,thats 𝗙𝗢𝗨𝗥straight ks nick parker strikes side 2nd score vs duke m2 gohoos,Positive
hs2764,4/30/2023,0:17:43,ol fashion pitchers duel three gohoos,Negative
hs2764,4/30/2023,0:17:32,nick parker feeling 🔥 strikes side time 5th hes got 9 ks 5 innings 📺 gohoos,Positive
hs2764,4/30/2023,0:17:08,hoos front twoout groundrule double anthony stephan gives uva 32 advantage 6th 📺 gohoos,Positive
hs2764,4/30/2023,0:16:57,2out rally 🔷 rbi double anthony stephan 🔶 godbout scores wild pitch 🔷 rbi single harrison didawick hoos lead 52 end 6 gohoos,Positive
SteveTeel17,4/29/2023,23:33:23,boggs double wall look twoout rally sixth watch accnx gohoos ontherise hoosnext,Negative
uvaalh,4/29/2023,22:25:37,wahoowa… hoos score 3 seventh 82 headed 8th gohoos 🔸🔹⚾️,Negative
cavalierinsider,4/29/2023,22:16:47,hoos drop highscoring affair final score presented gohoos ontherise hoosnext,Negative
UVASoftball,4/29/2023,22:11:05,coach hardin series finale look ahead nonconference matchup midweek gohoos ontherise hoosnext,Positive
anglophilehoo,4/29/2023,22:02:14,👏🏻👏🏻👏🏻 nick parker preconcert dinner new york huge well done gohoos,Positive
uvaalh,4/29/2023,22:02:04,woohoo… cavs 52 top 7th nick parker retires 12ks 🔸🔹 gohoos,Negative
UVARowing,4/29/2023,21:40:16,v8 tops navy complete perfect day racing 🔸⚔️🔹 gohoos,Positive
SchoolsAthletic,4/29/2023,21:33:55,race four 💯🔥 virginia places fourth 4xmile penn relays posting 16 1448 ⚡️⚡️⚡️ gohoos⚔️,Negative
RN4LVA,4/29/2023,21:16:23,nick parker fucking put mind right gohoos,Positive
SweatmanCo,4/29/2023,20:59:53,congrats 🙌 olu turned get picked 5 spots old teammate wicks gohoos,Positive
UVASoftball,4/29/2023,20:59:16,e6 su 12 uva 6 syracuse gets two across solo home run sac fly sixth gohoos ontherise hoosnext,Negative
UVASoftball,4/29/2023,20:44:31,m6 su 10 uva 6 hoos get two scoring position syracuse gets jam strikeout end threat gohoos ontherise hoosnext,Negative
mccavman_3,4/29/2023,20:24:47,congratulations amp family anthony welcome wahoowa gohoos,Positive
UVASoftball,4/29/2023,20:24:20,e5 su 10 uva 6 molly grube hoos keep orange board fifth well head plate gilbert hylton weaver due gohoos ontherise hoosnext,Negative
LindseyWH1078,4/29/2023,20:19:51,wahoowa beat duke go hoos hoossmiling gohoos,Negative
UVASoftball,4/29/2023,20:14:35,m5 su 10 uva 6 hoos cut lead tworun shot baylog well head bottom fifth gohoos ontherise hoosnext,Negative
UVASoftball,4/29/2023,20:09:20,e4 su 10 uva 4 syracuse pushes one home solo shot center gohoos ontherise hoosnext,Negative
UVASoftball,4/29/2023,19:59:13,m4 su 9 uva 4 hoos get run across goldberg starts rally leadoff walk syracuse limits one run gohoos ontherise hoosnext,Negative
ImageSports5,4/29/2023,19:49:07,beautiful gesture sure president ryan perhaps roger goodell nfl could use billions push bit common sense gun control wahoowa gohoos,Positive
UVACase04,4/29/2023,19:45:49,gohoos first baseball game future wahoos hoosmiling,Positive
coachice16,4/29/2023,19:42:43,lineup game ✌️ blue devils ⬇️ watch live listen wina 989 fm1070 amwinacom gohoos,Negative
UVASoftball,4/29/2023,19:28:29,e3 su 9 uva 3 syracuse adds two uva error sac fly gohoos ontherise hoosnext,Negative
DevonsShoe,4/29/2023,19:18:55,let ’ gohoos,Negative
UVASoftball,4/29/2023,19:14:50,m3 su 7 uva 3 nothing hoos third heading home half bressler back circle gohoos ontherise hoosnext,Negative
wtfuva,4/29/2023,19:13:55,rt rt meet day 🆚 penn relays 📍 philadelphia pa 🏟️ franklin field 📊 📺 gohoos⚔️,Negative
wtfuva,4/29/2023,19:13:54,rt rt ☀️ going beautiful day baseball dish 🆚 20 duke 📺 📻 wina 1070 am989 fmwinacom 🎟️ gohoos,Negative
VirginiaSports,4/29/2023,19:13:01,meet day 🆚 penn relays 📍 philadelphia pa 🏟️ franklin field 📊 📺 gohoos⚔️,Positive
UVASoftball,4/29/2023,19:07:37,e2 su 7 uva 3 cuse extends lead threerbi hit bressler comes retires next two batters get us second gohoos ontherise hoosnext,Negative
UVASoftball,4/29/2023,19:04:32,b2 su 7 uva 3 orange get threerbi double loading bases well turn jenny bressler bullpen one one gohoos ontherise hoosnext,Negative
HoosFootball,4/29/2023,18:53:09,top 25 win led 4game winning streak cavaliers virginia gohoos,Positive
UVASoftball,4/29/2023,18:49:23,m2 su 4 uva 3 hoos cut lead one blast left field reece holbrook savanah henley circle bottom second gohoos ontherise hoosnext,Negative
UVARowing,4/29/2023,18:48:24,2v8 races nice win navy 🔸⚔️🔹 gohoos,Positive
titletownfan89,4/29/2023,18:47:19,love hometown picks gohoos gopackgo,Positive
UVASoftball,4/29/2023,18:33:14,e1 su 4 uva 0 grand slam two outs puts orange top one syracuse series finale gohoos ontherise hoosnext,Positive
UVARowing,4/29/2023,18:30:12,v4 races big win navy uva invite 🔸⚔️🔹 gohoos,Negative
UVASoftball,4/29/2023,18:09:06,m1 uva 0 su 0 hoos get pair walks orange defense keeps coming home head home half bigham heading circle gohoos ontherise hoosnext,Negative
UVASoftball,4/29/2023,18:00:33,underway finale syracuse 📊 live stats 📺 accnx gohoos ontherise hoosnext,Negative
c_joshbrown,4/29/2023,16:41:32,🛑 𝗦𝗧𝗢𝗣𝗣𝗘𝗥 🛑 reliever included stopper year midseason watch list 📜 gohoos,Negative
uvaalh,4/29/2023,16:16:27,come hoos… let ’ take next two gohoos 🔸🔹,Negative
malikshareef,4/29/2023,16:15:38,need guys come board today amazing value really good players gohoos,Positive
UVAMensLax,4/29/2023,16:07:41,🤜🤛 close 2023 regularseason slate klöckner stadium tomorrow yet another bigtime opponent amp festivities ✅ top3 matchup ✅ senior day pregame ✅ 03 ncaa championship recognition halftime gohoos🔹⚔️🔸,Negative
anglophilehoo,4/29/2023,15:37:38,let ’ hope ’ beautiful virginia baseball gohoos,Positive
toms_kathy,4/29/2023,15:33:52,🏖️ summer coming one first 1000 fans todays game receive free virginia baseball beach nik gohoos,Positive
KRecHoos84,4/29/2023,15:28:27,may 17 shoes 4 hope auction able bid shoes wore vs boston college gohoos,Negative
3wrestlersmom,4/29/2023,15:08:25,crew ready go u20 competition begins us open championships saturday gohoos thevirginiaway,Positive
doinworksince69,4/29/2023,15:07:51,point cant hurt gohoos 🚬🥃,Negative
UVASoftball,4/29/2023,14:08:40,time bring energy close acc play strong 🆚 syracuse 🕑 2 pm 📍 skytop softball stadium 📊 live stats 📺 accnx gohoos ontherise hoosnext,Positive
WalterMaselli1,4/29/2023,13:33:27,one day away biggest game year virginia nd want 1 ranking back gohoos lax,Negative
UVARowing,4/29/2023,13:00:00,𝗥𝗔𝗖𝗘𝗗𝗔𝗬 𝗼𝗻 𝘁𝗵𝗲 𝗥𝗜𝗩𝗔𝗡𝗡𝗔 🆚 tennessee navy ⏲️ 10 30 1 30 pm 📍 rivanna reservoir 🔶⚔️🔷 gohoos,Negative
SweatmanCo,4/29/2023,11:56:07,oluwatimi 6th7th round guy amp even wicks projected ahead didnt allow sack season 3 graded runblocking center according pro football focus rimington amp outland trophy consensus allamerican nfldraft gohoos smdh,Positive
Mikeysurf,4/29/2023,9:21:24,hoosirish good one 🥍 gohoos 🔶⚔️🔷,Positive
dewells27,4/29/2023,5:36:11,excited official visit june 2nd4th university virginia gohoos⚔️🔵🟠,Positive
VTLakeMonsters,4/29/2023,4:42:33,eas turn 👇 hoos get one back solo 💣 ethan anderson b2 📺 gohoos,Negative
HilaryMcVey,4/29/2023,4:27:50,’ wait cheer gohoos,Negative
housiu_woo_xo,4/29/2023,4:10:18,brian edgington faced minimum last three innings hes six 9 ks gohoos,Negative
coachice16,4/29/2023,3:59:51,casey saucke collects 6th rbi last 4 games w 2run single 8th 📺 gohoos,Positive
UVABaseball,4/29/2023,3:46:09,ethan odonnell picks second hit day scores anthony stephan second duke leads 102 seven complete gohoos,Positive
stevegarland125,4/29/2023,3:12:59,jay aiello jarod verkleeren place us open championships friday guys u20 division hit mat saturday gohoos thevirginiaway,Negative
coachice16,4/29/2023,2:29:29,brian edgington fans ✌️ 4th hes 7️⃣ ks 4 gohoos,Negative
LindseyWH1078,4/29/2023,2:29:06,cheering hoos vs duke wahoowa go hoos ⚾️ hoossmiling gohoos,Negative
thejackreichert,4/29/2023,2:21:26,duke north caroline virginia tech maryland vmi go hoos trivia gohoos,Positive
wtfuva,4/29/2023,2:13:44,rt rt eas turn 👇 hoos get one back solo 💣 ethan anderson b2 📺 gohoos,Negative
UVABaseball,4/29/2023,2:07:42,duke plates three t3 take 51 lead gohoos,Negative
coachice16,4/29/2023,1:31:34,3️⃣🆙 amp 3️⃣⬇️ brian edgington 2nd hes got 3 ks first 2 ip teel anderson saucke due uva 📺 gohoos,Negative
TrackDad34,4/29/2023,0:53:37,𝐓𝐡𝐢𝐫𝐝 🥉 cavalier women ’ dmr squad anna workman alahna sabbakhan esther seeland margot appleton run 10 5805 place third college championship 🔥 gohoos⚔️,Negative
connor_dight,4/29/2023,0:47:51,gohoos hoossmiling gelof jeresy came mail time,Negative
mandyw515,4/29/2023,0:47:33,pajama night dish gohoos beatduke,Negative
TP2USA,4/29/2023,0:44:27,👀 jarod verkleeren grabs win technical superiority 4x ncaa allamerican tariq wilson us open championships gohoos thevirginiaway,Positive
coachice16,4/29/2023,0:36:38,set official first pitch time 9 02 lineup go gohoos,Positive
mccavman_3,4/29/2023,0:24:30,hoos amp jets fandom intersect 🔥 wahoowa gohoos,Negative
wtfuva,4/29/2023,0:14:21,rt rt ready uva invite 🔶⚔️🔷 gohoos,Negative
sondrawomen,4/28/2023,23:52:55,ready uva invite 🔶⚔️🔷 gohoos,Negative
JeffDavisVAedu,4/28/2023,23:21:29,simply outstanding benefit darden amp uva students alumni families years come kudos helped make outstanding gathering place happen 💙🧡🙌 gohoos,Positive
UVASoftball,4/28/2023,22:55:11,coach hardin recaps day looks ahead saturdday ’ finale gohoos ontherise hoosnext,Positive
danicafan16710,4/28/2023,22:45:40,final score presented gohoos ontherise hoosnext,Negative
UVASoftball,4/28/2023,21:59:46,e6 su 4 uva 0 syracuse adds two sixth gohoos ontherise hoosnext,Negative
UVASoftball,4/28/2023,21:47:56,m6 su 2 uva 0 nothing sixth syracuse defense makes plays needed gohoos ontherise hoosnext,Negative
UVASoftball,4/28/2023,21:40:21,defense keeping us striking distance snag katie goldberg watch accnx gohoos ontherise hoosnext,Positive
UVASoftball,4/28/2023,21:34:50,m5 su 2 uva 0 couple ground balls top fifth henley back circle bottom fifth gohoos ontherise hoosnext,Negative
UVA_Recreation,4/28/2023,21:31:32,classes ending next week hoos putting line gohoos uvarec universityofvirginia recreation weeklyrecap fitness intramural uva26 uva25 uva24 uva23 lot great photos,Positive
UVASoftball,4/28/2023,21:27:51,e4 su 2 uva 0 syracuse adds run fourth well send hylton gilbert weaver plate fifth gohoos ontherise hoosnext,Positive
Jackie__Hooper,4/28/2023,21:21:25,another thirdplace finish hoos 🥉🔥 cavalier men ’ dmr squad wes porter alex sherman gary martin conor murphy run 9 3560 placing third ⚡️ gohoos⚔️,Negative
UVASoftball,4/28/2023,21:10:56,m4 su 1 uva 0 get runner third fly ground ball end inning gohoos ontherise hoosnext,Negative
UVASoftball,4/28/2023,21:06:31,kelly ayer gets us started fourth syracuse watch accnx gohoos ontherise hoosnext,Positive
heresthewrecker,4/28/2023,21:01:14,1 wake forest 2015… wake gets ball chance win tb leaves defense malcolm gets final steal seal win ’ ’ done gohoos,Positive
UVASoftball,4/28/2023,21:00:39,e3 su 1 uva 0 henley hoos retire side order come back plate ayer baylog vanassche due gohoos ontherise hoosnext,Negative
UVASoftball,4/28/2023,20:59:31,m3 su 1 uva 0 nothing third hoos well head back defense henley still circle gohoos ontherise hoosnext,Negative
UVASoftball,4/28/2023,20:44:23,e2 su 1 uva 0 syracuse board solo home run madison knight gohoos ontherise hoosnext,Negative
UVASoftball,4/28/2023,20:38:36,m2 uva 0 su 0 hoos load bases orange get jam henley back circle second gohoos ontherise hoosnext,Negative
UVASoftball,4/28/2023,20:21:06,e1 uva 0 su 0 henley hoos retire side order head second syracuse gohoos ontherise hoosnext,Negative
UVASoftball,4/28/2023,20:15:17,m1 uva 0 su 0 nothing hoos first head defense savanah henley circle gohoos ontherise hoosnext,Negative
wtfuva,4/28/2023,20:14:25,rt rt may 17 shoes 4 hope auction able bid shoes wore vs boston college gohoos,Negative
wtfuva,4/28/2023,20:14:25,rt rt 🛑 𝗦𝗧𝗢𝗣𝗣𝗘𝗥 🛑 reliever included stopper year midseason watch list 📜 gohoos,Negative
UVASoftball,4/28/2023,20:04:47,game two doubleheader syracuse underway 📊 live stats 📺 accnx gohoos ontherise hoosnext,Negative
cavalierinsider,4/28/2023,19:42:36,orange take game one doubleheader final score presented gohoos ontherise hoosnext,Negative
UVASoftball,4/28/2023,19:24:36,e6 su 8 uva 3 syracuse pushes two runs home sixth well head seventh hoos looking make something happen final three outs gohoos ontherise hoosnext,Positive
StarzGold,4/28/2023,19:17:09,bigham ends second kl watch accnx gohoos ontherise hoosnext,Negative
UVASoftball,4/28/2023,19:05:06,m6 su 6 uva 3 nothing top sixth hoos gohoos ontherise hoosnext,Negative
